"Time","Temp","WindDir","WindSpeed"
"Sat Nov 22 16:00:00 CET 2014","14.0","SSE","2.0"
"Sat Nov 22 19:00:00 CET 2014","13.0","SSW","3.0"
"Sat Nov 22 22:00:00 CET 2014","12.0","South","3.0"
"Sun Nov 23 01:00:00 CET 2014","12.0","South","2.0"
"Sun Nov 23 04:00:00 CET 2014","12.0","SE","2.0"
"Sun Nov 23 10:00:00 CET 2014","12.0","SSE","2.0"
"Sun Nov 23 13:00:00 CET 2014","15.0","South","4.0"
"Sun Nov 23 16:00:00 CET 2014","15.0","SSW","2.0"
"Sun Nov 23 19:00:00 CET 2014","13.0","WSW","2.0"
"Sun Nov 23 22:00:00 CET 2014","10.0","NNW","5.0"
"Mon Nov 24 01:00:00 CET 2014","10.0","NNW","3.0"
"Mon Nov 24 04:00:00 CET 2014","9.0","NW","3.0"
"Mon Nov 24 07:00:00 CET 2014","7.0","West","2.0"
"Mon Nov 24 10:00:00 CET 2014","7.0","NW","1.0"
"Mon Nov 24 13:00:00 CET 2014","10.0","WNW","3.0"
"Mon Nov 24 16:00:00 CET 2014","10.0","NNW","2.0"
"Mon Nov 24 19:00:00 CET 2014","6.0","North","1.0"
"Mon Nov 24 22:00:00 CET 2014","4.0","NE","2.0"
"Tue Nov 25 01:00:00 CET 2014","3.0","East","2.0"
"Tue Nov 25 04:00:00 CET 2014","3.0","ENE","3.0"
"Tue Nov 25 07:00:00 CET 2014","4.0","ENE","3.0"
"Tue Nov 25 10:00:00 CET 2014","5.0","ENE","4.0"
"Tue Nov 25 13:00:00 CET 2014","8.0","ENE","4.0"
"Tue Nov 25 16:00:00 CET 2014","9.0","ENE","3.0"
"Tue Nov 25 19:00:00 CET 2014","8.0","East","5.0"
"Tue Nov 25 22:00:00 CET 2014","7.0","ESE","4.0"
"Wed Nov 26 01:00:00 CET 2014","6.0","ESE","4.0"
"Wed Nov 26 04:00:00 CET 2014","6.0","ESE","4.0"
"Wed Nov 26 07:00:00 CET 2014","6.0","East","4.0"
"Wed Nov 26 10:00:00 CET 2014","7.0","East","3.0"
"Wed Nov 26 13:00:00 CET 2014","8.0","East","4.0"
"Wed Nov 26 16:00:00 CET 2014","8.0","East","4.0"
"Wed Nov 26 19:00:00 CET 2014","8.0","ESE","2.0"
"Wed Nov 26 22:00:00 CET 2014","9.0","SE","1.0"
"Thu Nov 27 01:00:00 CET 2014","10.0","East","3.0"
"Thu Nov 27 04:00:00 CET 2014","10.0","SE","2.0"
"Thu Nov 27 07:00:00 CET 2014","10.0","South","2.0"
"Thu Nov 27 10:00:00 CET 2014","10.0","ESE","2.0"
"Thu Nov 27 13:00:00 CET 2014","11.0","ESE","2.0"
"Thu Nov 27 16:00:00 CET 2014","11.0","East","3.0"
"Thu Nov 27 19:00:00 CET 2014","10.0","East","3.0"
"Thu Nov 27 22:00:00 CET 2014","10.0","East","3.0"
"Fri Nov 28 01:00:00 CET 2014","10.0","East","4.0"
"Fri Nov 28 04:00:00 CET 2014","10.0","East","4.0"
"Fri Nov 28 07:00:00 CET 2014","8.0","ESE","5.0"
"Fri Nov 28 10:00:00 CET 2014","8.0","ESE","4.0"
"Fri Nov 28 13:00:00 CET 2014","11.0","East","4.0"
"Fri Nov 28 16:00:00 CET 2014","12.0","ESE","4.0"
"Fri Nov 28 19:00:00 CET 2014","10.0","East","4.0"
"Fri Nov 28 22:00:00 CET 2014","8.0","ESE","5.0"
"Sat Nov 29 01:00:00 CET 2014","6.0","East","4.0"
"Sat Nov 29 04:00:00 CET 2014","5.0","East","5.0"
"Sat Nov 29 07:00:00 CET 2014","4.0","East","3.0"
"Sat Nov 29 10:00:00 CET 2014","4.0","East","4.0"
"Sat Nov 29 13:00:00 CET 2014","8.0","ESE","3.0"
"Sat Nov 29 16:00:00 CET 2014","8.0","East","3.0"
"Sat Nov 29 19:00:00 CET 2014","6.0","East","2.0"
"Sat Nov 29 22:00:00 CET 2014","4.0","East","2.0"
"Sun Nov 30 01:00:00 CET 2014","3.0","East","3.0"
"Sun Nov 30 04:00:00 CET 2014","3.0","East","3.0"
"Sun Nov 30 07:00:00 CET 2014","3.0","ESE","3.0"
"Sun Nov 30 10:00:00 CET 2014","2.0","SSW","2.0"
"Sun Nov 30 13:00:00 CET 2014","2.0","SW","3.0"
"Sun Nov 30 16:00:00 CET 2014","4.0","SW","2.0"
"Sun Nov 30 19:00:00 CET 2014","4.0","East","2.0"
"Sun Nov 30 22:00:00 CET 2014","3.0","NE","2.0"
"Mon Dec 01 01:00:00 CET 2014","3.0","ENE","3.0"
"Mon Dec 01 04:00:00 CET 2014","3.0","NE","2.0"
"Mon Dec 01 07:00:00 CET 2014","3.0","NE","2.0"
"Mon Dec 01 10:00:00 CET 2014","2.0","NE","3.0"
"Mon Dec 01 13:00:00 CET 2014","3.0","NE","3.0"
"Mon Dec 01 16:00:00 CET 2014","2.0","NE","2.0"
"Mon Dec 01 19:00:00 CET 2014","2.0","NE","3.0"
"Mon Dec 01 22:00:00 CET 2014","2.0","NNE","2.0"
"Tue Dec 02 01:00:00 CET 2014","3.0","North","1.0"
"Tue Dec 02 04:00:00 CET 2014","2.0","NNE","1.0"
"Tue Dec 02 07:00:00 CET 2014","2.0","NNE","1.0"
"Tue Dec 02 10:00:00 CET 2014","2.0","NNE","2.0"
"Tue Dec 02 13:00:00 CET 2014","3.0","NE","2.0"
"Tue Dec 02 16:00:00 CET 2014","2.0","NE","3.0"
"Tue Dec 02 19:00:00 CET 2014","2.0","NE","2.0"
"Tue Dec 02 22:00:00 CET 2014","2.0","NNE","3.0"
"Wed Dec 03 01:00:00 CET 2014","2.0","NE","2.0"
"Wed Dec 03 04:00:00 CET 2014","2.0","NE","2.0"
"Wed Dec 03 07:00:00 CET 2014","2.0","NNE","2.0"
"Wed Dec 03 10:00:00 CET 2014","2.0","NE","3.0"
"Wed Dec 03 13:00:00 CET 2014","1.0","NE","3.0"
"Wed Dec 03 16:00:00 CET 2014","0.0","NE","3.0"
"Wed Dec 03 19:00:00 CET 2014","-1.0","NE","3.0"
"Wed Dec 03 22:00:00 CET 2014","-1.0","NE","3.0"
"Thu Dec 04 01:00:00 CET 2014","-1.0","ENE","3.0"
"Thu Dec 04 04:00:00 CET 2014","-1.0","NE","2.0"
"Thu Dec 04 07:00:00 CET 2014","-1.0","NE","3.0"
"Thu Dec 04 10:00:00 CET 2014","-0.0","NE","2.0"
"Thu Dec 04 13:00:00 CET 2014","0.0","East","2.0"
"Thu Dec 04 16:00:00 CET 2014","1.0","East","2.0"
"Thu Dec 04 19:00:00 CET 2014","1.0","East","3.0"
"Thu Dec 04 22:00:00 CET 2014","2.0","East","1.0"
"Fri Dec 05 01:00:00 CET 2014","2.0","East","1.0"
"Fri Dec 05 04:00:00 CET 2014","3.0","East","1.0"
"Fri Dec 05 07:00:00 CET 2014","4.0","SW","1.0"
"Fri Dec 05 10:00:00 CET 2014","4.0","South","2.0"
"Fri Dec 05 16:00:00 CET 2014","5.0","SW","3.0"
"Fri Dec 05 19:00:00 CET 2014","5.0","SW","3.0"
"Fri Dec 05 22:00:00 CET 2014","5.0","WSW","3.0"
"Sat Dec 06 01:00:00 CET 2014","6.0","West","2.0"
"Sat Dec 06 04:00:00 CET 2014","6.0","NNW","4.0"
"Sat Dec 06 10:00:00 CET 2014","6.0","WNW","3.0"
"Sat Dec 06 13:00:00 CET 2014","9.0","NNW","4.0"
"Sat Dec 06 16:00:00 CET 2014","8.0","NW","2.0"
"Sat Dec 06 19:00:00 CET 2014","5.0","NW","2.0"
"Sat Dec 06 22:00:00 CET 2014","4.0","SW","1.0"
"Sun Dec 07 01:00:00 CET 2014","3.0","SW","2.0"
"Sun Dec 07 04:00:00 CET 2014","2.0","SW","3.0"
"Sun Dec 07 07:00:00 CET 2014","4.0","SW","4.0"
"Sun Dec 07 13:00:00 CET 2014","5.0","SSW","6.0"
"Sun Dec 07 16:00:00 CET 2014","6.0","SSW","5.0"
"Sun Dec 07 19:00:00 CET 2014","6.0","SW","3.0"
"Sun Dec 07 22:00:00 CET 2014","6.0","West","3.0"
"Mon Dec 08 01:00:00 CET 2014","4.0","SW","4.0"
"Mon Dec 08 04:00:00 CET 2014","2.0","SW","4.0"
"Mon Dec 08 07:00:00 CET 2014","3.0","SW","4.0"
"Mon Dec 08 10:00:00 CET 2014","4.0","SW","4.0"
"Mon Dec 08 13:00:00 CET 2014","4.0","SW","4.0"
"Mon Dec 08 16:00:00 CET 2014","4.0","SW","3.0"
"Mon Dec 08 19:00:00 CET 2014","3.0","WSW","2.0"
"Mon Dec 08 22:00:00 CET 2014","4.0","West","3.0"
"Tue Dec 09 01:00:00 CET 2014","3.0","WSW","4.0"
"Tue Dec 09 04:00:00 CET 2014","5.0","NW","4.0"
"Tue Dec 09 07:00:00 CET 2014","5.0","West","4.0"
"Tue Dec 09 10:00:00 CET 2014","4.0","SW","2.0"
"Tue Dec 09 13:00:00 CET 2014","7.0","SW","3.0"
"Tue Dec 09 16:00:00 CET 2014","6.0","SW","3.0"
"Tue Dec 09 19:00:00 CET 2014","5.0","SSW","4.0"
"Tue Dec 09 22:00:00 CET 2014","5.0","SSW","6.0"
"Wed Dec 10 01:00:00 CET 2014","6.0","SSW","7.0"
"Wed Dec 10 04:00:00 CET 2014","6.0","SSW","6.0"
"Wed Dec 10 07:00:00 CET 2014","7.0","SSW","6.0"
"Wed Dec 10 10:00:00 CET 2014","7.0","WSW","4.0"
"Wed Dec 10 13:00:00 CET 2014","9.0","WSW","5.0"
"Wed Dec 10 16:00:00 CET 2014","8.0","WSW","4.0"
"Wed Dec 10 19:00:00 CET 2014","6.0","SW","4.0"
"Wed Dec 10 22:00:00 CET 2014","5.0","SW","4.0"
"Thu Dec 11 01:00:00 CET 2014","6.0","SW","5.0"
"Thu Dec 11 04:00:00 CET 2014","6.0","SW","6.0"
"Thu Dec 11 07:00:00 CET 2014","7.0","SW","6.0"
"Thu Dec 11 10:00:00 CET 2014","7.0","SW","7.0"
"Thu Dec 11 13:00:00 CET 2014","8.0","West","9.0"
"Thu Dec 11 16:00:00 CET 2014","6.0","WSW","5.0"
"Thu Dec 11 19:00:00 CET 2014","7.0","WSW","6.0"
"Thu Dec 11 22:00:00 CET 2014","8.0","SSW","6.0"
"Fri Dec 12 01:00:00 CET 2014","8.0","SSW","6.0"
"Fri Dec 12 04:00:00 CET 2014","8.0","SSW","9.0"
"Fri Dec 12 07:00:00 CET 2014","9.0","SSW","9.0"
"Fri Dec 12 10:00:00 CET 2014","9.0","SSW","10.0"
"Fri Dec 12 13:00:00 CET 2014","9.0","SW","7.0"
"Fri Dec 12 16:00:00 CET 2014","9.0","WSW","7.0"
"Fri Dec 12 19:00:00 CET 2014","8.0","WSW","5.0"
"Fri Dec 12 22:00:00 CET 2014","7.0","WNW","3.0"
"Sat Dec 13 04:00:00 CET 2014","5.0","WSW","3.0"
"Sat Dec 13 07:00:00 CET 2014","4.0","WSW","2.0"
"Sat Dec 13 10:00:00 CET 2014","5.0","SW","3.0"
"Sat Dec 13 13:00:00 CET 2014","6.0","SW","3.0"
"Sat Dec 13 16:00:00 CET 2014","6.0","SW","3.0"
"Sat Dec 13 19:00:00 CET 2014","5.0","SW","3.0"
"Sat Dec 13 22:00:00 CET 2014","4.0","SW","3.0"
"Sun Dec 14 01:00:00 CET 2014","2.0","SW","2.0"
"Sun Dec 14 04:00:00 CET 2014","2.0","WSW","2.0"
"Sun Dec 14 07:00:00 CET 2014","1.0","SW","3.0"
"Sun Dec 14 10:00:00 CET 2014","2.0","South","3.0"
"Sun Dec 14 13:00:00 CET 2014","6.0","SSW","4.0"
"Sun Dec 14 16:00:00 CET 2014","5.0","SSW","4.0"
"Sun Dec 14 19:00:00 CET 2014","3.0","SSW","5.0"
"Sun Dec 14 22:00:00 CET 2014","3.0","South","5.0"
"Mon Dec 15 01:00:00 CET 2014","3.0","SSW","4.0"
"Mon Dec 15 04:00:00 CET 2014","4.0","SSW","6.0"
"Mon Dec 15 07:00:00 CET 2014","5.0","SW","6.0"
"Mon Dec 15 10:00:00 CET 2014","6.0","WSW","4.0"
"Mon Dec 15 13:00:00 CET 2014","7.0","WSW","3.0"
"Mon Dec 15 16:00:00 CET 2014","8.0","SSW","3.0"
"Mon Dec 15 19:00:00 CET 2014","7.0","SSW","4.0"
"Mon Dec 15 22:00:00 CET 2014","7.0","SSW","3.0"
"Tue Dec 16 01:00:00 CET 2014","7.0","SW","3.0"
"Tue Dec 16 04:00:00 CET 2014","7.0","WSW","4.0"
"Tue Dec 16 07:00:00 CET 2014","5.0","WSW","2.0"
"Tue Dec 16 10:00:00 CET 2014","4.0","WSW","4.0"
"Tue Dec 16 13:00:00 CET 2014","7.0","WSW","4.0"
"Tue Dec 16 16:00:00 CET 2014","7.0","West","4.0"
"Tue Dec 16 19:00:00 CET 2014","5.0","WSW","2.0"
"Tue Dec 16 22:00:00 CET 2014","4.0","SW","3.0"
"Wed Dec 17 04:00:00 CET 2014","6.0","SSW","5.0"
"Wed Dec 17 07:00:00 CET 2014","6.0","South","5.0"
"Wed Dec 17 10:00:00 CET 2014","7.0","SW","5.0"
"Wed Dec 17 13:00:00 CET 2014","10.0","WSW","4.0"
"Wed Dec 17 16:00:00 CET 2014","12.0","West","4.0"
"Wed Dec 17 19:00:00 CET 2014","11.0","WSW","3.0"
"Wed Dec 17 22:00:00 CET 2014","11.0","SW","3.0"
"Thu Dec 18 01:00:00 CET 2014","11.0","SSW","3.0"
"Thu Dec 18 04:00:00 CET 2014","11.0","WSW","4.0"
"Thu Dec 18 07:00:00 CET 2014","11.0","SW","4.0"
"Thu Dec 18 10:00:00 CET 2014","12.0","WSW","6.0"
"Thu Dec 18 13:00:00 CET 2014","12.0","WSW","7.0"
"Thu Dec 18 16:00:00 CET 2014","12.0","SW","8.0"
"Thu Dec 18 19:00:00 CET 2014","12.0","SW","8.0"
"Thu Dec 18 22:00:00 CET 2014","12.0","SW","8.0"
"Fri Dec 19 01:00:00 CET 2014","12.0","WSW","9.0"
"Fri Dec 19 04:00:00 CET 2014","12.0","SW","8.0"
"Fri Dec 19 07:00:00 CET 2014","12.0","SW","9.0"
"Fri Dec 19 10:00:00 CET 2014","11.0","SW","7.0"
"Fri Dec 19 13:00:00 CET 2014","9.0","WNW","4.0"
"Fri Dec 19 16:00:00 CET 2014","9.0","WNW","6.0"
"Fri Dec 19 19:00:00 CET 2014","6.0","WSW","4.0"
"Fri Dec 19 22:00:00 CET 2014","5.0","WSW","5.0"
"Sat Dec 20 01:00:00 CET 2014","5.0","WSW","5.0"
"Sat Dec 20 04:00:00 CET 2014","5.0","WSW","6.0"
"Sat Dec 20 07:00:00 CET 2014","5.0","SW","4.0"
"Sat Dec 20 10:00:00 CET 2014","7.0","WSW","4.0"
"Sat Dec 20 13:00:00 CET 2014","9.0","West","9.0"
"Sat Dec 20 16:00:00 CET 2014","9.0","West","8.0"
"Sat Dec 20 19:00:00 CET 2014","9.0","WNW","6.0"
"Sat Dec 20 22:00:00 CET 2014","7.0","West","4.0"
"Sun Dec 21 01:00:00 CET 2014","6.0","WSW","2.0"
"Sun Dec 21 04:00:00 CET 2014","5.0","SW","4.0"
"Sun Dec 21 07:00:00 CET 2014","5.0","SW","3.0"
"Sun Dec 21 10:00:00 CET 2014","6.0","SW","4.0"
"Sun Dec 21 13:00:00 CET 2014","7.0","SW","5.0"
"Sun Dec 21 16:00:00 CET 2014","9.0","WSW","5.0"
"Sun Dec 21 19:00:00 CET 2014","8.0","SW","5.0"
"Sun Dec 21 22:00:00 CET 2014","9.0","SW","7.0"
"Mon Dec 22 01:00:00 CET 2014","9.0","SW","7.0"
"Mon Dec 22 04:00:00 CET 2014","10.0","SW","9.0"
"Mon Dec 22 07:00:00 CET 2014","10.0","SW","8.0"
"Mon Dec 22 10:00:00 CET 2014","10.0","SW","7.0"
"Mon Dec 22 13:00:00 CET 2014","12.0","WSW","9.0"
"Mon Dec 22 16:00:00 CET 2014","13.0","WSW","10.0"
"Mon Dec 22 19:00:00 CET 2014","12.0","WSW","8.0"
"Mon Dec 22 22:00:00 CET 2014","12.0","WSW","8.0"
"Tue Dec 23 01:00:00 CET 2014","11.0","SW","8.0"
"Tue Dec 23 04:00:00 CET 2014","11.0","SW","8.0"
"Tue Dec 23 07:00:00 CET 2014","11.0","SW","7.0"
"Tue Dec 23 10:00:00 CET 2014","12.0","SW","6.0"
"Tue Dec 23 13:00:00 CET 2014","12.0","SW","6.0"
"Tue Dec 23 16:00:00 CET 2014","11.0","SW","6.0"
"Tue Dec 23 19:00:00 CET 2014","10.0","SW","5.0"
"Tue Dec 23 22:00:00 CET 2014","10.0","SW","5.0"
"Wed Dec 24 01:00:00 CET 2014","10.0","SW","6.0"
"Wed Dec 24 04:00:00 CET 2014","9.0","SSW","6.0"
"Wed Dec 24 07:00:00 CET 2014","10.0","SW","6.0"
"Wed Dec 24 10:00:00 CET 2014","10.0","SW","5.0"
"Wed Dec 24 13:00:00 CET 2014","10.0","WSW","7.0"
"Wed Dec 24 16:00:00 CET 2014","8.0","West","4.0"
"Wed Dec 24 19:00:00 CET 2014","8.0","West","4.0"
"Wed Dec 24 22:00:00 CET 2014","5.0","WSW","3.0"
"Thu Dec 25 01:00:00 CET 2014","5.0","WSW","5.0"
"Thu Dec 25 04:00:00 CET 2014","4.0","SW","5.0"
"Thu Dec 25 10:00:00 CET 2014","5.0","WSW","4.0"
"Thu Dec 25 13:00:00 CET 2014","8.0","WNW","5.0"
"Thu Dec 25 16:00:00 CET 2014","8.0","WNW","5.0"
"Thu Dec 25 19:00:00 CET 2014","6.0","West","4.0"
"Thu Dec 25 22:00:00 CET 2014","5.0","NNW","3.0"
"Fri Dec 26 01:00:00 CET 2014","4.0","West","2.0"
"Fri Dec 26 04:00:00 CET 2014","4.0","WSW","2.0"
"Fri Dec 26 07:00:00 CET 2014","4.0","WSW","2.0"
"Fri Dec 26 10:00:00 CET 2014","3.0","SW","2.0"
"Fri Dec 26 13:00:00 CET 2014","5.0","SW","3.0"
"Fri Dec 26 16:00:00 CET 2014","5.0","SSW","3.0"
"Fri Dec 26 19:00:00 CET 2014","5.0","South","4.0"
"Fri Dec 26 22:00:00 CET 2014","5.0","SSE","5.0"
"Sat Dec 27 01:00:00 CET 2014","2.0","SE","7.0"
"Sat Dec 27 04:00:00 CET 2014","1.0","SE","6.0"
"Sat Dec 27 07:00:00 CET 2014","5.0","WSW","6.0"
"Sat Dec 27 10:00:00 CET 2014","3.0","WNW","3.0"
"Sat Dec 27 13:00:00 CET 2014","1.0","North","7.0"
"Sat Dec 27 16:00:00 CET 2014","1.0","North","5.0"
"Sat Dec 27 19:00:00 CET 2014","1.0","NNE","5.0"
"Sat Dec 27 22:00:00 CET 2014","0.0","NE","4.0"
"Sun Dec 28 01:00:00 CET 2014","0.0","NE","4.0"
"Sun Dec 28 04:00:00 CET 2014","-2.0","NE","6.0"
"Sun Dec 28 07:00:00 CET 2014","-2.0","NE","6.0"
"Sun Dec 28 10:00:00 CET 2014","-2.0","ENE","4.0"
"Sun Dec 28 13:00:00 CET 2014","-1.0","ENE","4.0"
"Sun Dec 28 16:00:00 CET 2014","0.0","NE","2.0"
"Sun Dec 28 19:00:00 CET 2014","-1.0","NW","1.0"
"Sun Dec 28 22:00:00 CET 2014","-2.0","SW","1.0"
"Mon Dec 29 01:00:00 CET 2014","-1.0","WSW","5.0"
"Mon Dec 29 04:00:00 CET 2014","0.0","WSW","3.0"
"Mon Dec 29 07:00:00 CET 2014","3.0","WSW","4.0"
"Mon Dec 29 10:00:00 CET 2014","4.0","West","4.0"
"Mon Dec 29 13:00:00 CET 2014","6.0","NNW","3.0"
"Mon Dec 29 16:00:00 CET 2014","6.0","North","2.0"
"Mon Dec 29 19:00:00 CET 2014","5.0","NW","1.0"
"Mon Dec 29 22:00:00 CET 2014","4.0","WNW","2.0"
"Tue Dec 30 01:00:00 CET 2014","4.0","West","3.0"
"Tue Dec 30 04:00:00 CET 2014","4.0","West","3.0"
"Tue Dec 30 07:00:00 CET 2014","2.0","WSW","2.0"
"Tue Dec 30 10:00:00 CET 2014","2.0","WSW","2.0"
"Tue Dec 30 13:00:00 CET 2014","5.0","SW","3.0"
"Tue Dec 30 16:00:00 CET 2014","6.0","WNW","4.0"
"Tue Dec 30 19:00:00 CET 2014","4.0","WSW","3.0"
"Tue Dec 30 22:00:00 CET 2014","4.0","WSW","3.0"
"Wed Dec 31 01:00:00 CET 2014","3.0","WSW","3.0"
"Wed Dec 31 04:00:00 CET 2014","3.0","WSW","3.0"
"Wed Dec 31 07:00:00 CET 2014","3.0","WSW","2.0"
"Wed Dec 31 10:00:00 CET 2014","3.0","WSW","3.0"
"Wed Dec 31 13:00:00 CET 2014","5.0","SW","3.0"
"Wed Dec 31 16:00:00 CET 2014","6.0","SSW","2.0"
"Wed Dec 31 19:00:00 CET 2014","5.0","SSW","2.0"
"Wed Dec 31 22:00:00 CET 2014","3.0","WSW","3.0"
"Thu Jan 01 01:00:00 CET 2015","3.0","SSW","3.0"
"Thu Jan 01 04:00:00 CET 2015","3.0","South","4.0"
"Thu Jan 01 07:00:00 CET 2015","2.0","South","4.0"
"Thu Jan 01 10:00:00 CET 2015","2.0","SSW","4.0"
"Thu Jan 01 13:00:00 CET 2015","5.0","SSW","5.0"
"Thu Jan 01 16:00:00 CET 2015","5.0","South","5.0"
"Thu Jan 01 19:00:00 CET 2015","4.0","SSW","6.0"
"Thu Jan 01 22:00:00 CET 2015","4.0","SSW","7.0"
"Fri Jan 02 01:00:00 CET 2015","4.0","SSW","6.0"
"Fri Jan 02 04:00:00 CET 2015","6.0","SSW","8.0"
"Fri Jan 02 07:00:00 CET 2015","7.0","SW","6.0"
"Fri Jan 02 10:00:00 CET 2015","10.0","West","7.0"
"Fri Jan 02 13:00:00 CET 2015","9.0","WNW","6.0"
"Fri Jan 02 16:00:00 CET 2015","8.0","West","7.0"
"Fri Jan 02 19:00:00 CET 2015","6.0","West","4.0"
"Sat Jan 03 01:00:00 CET 2015","3.0","WSW","3.0"
"Sat Jan 03 04:00:00 CET 2015","4.0","SSW","4.0"
"Sat Jan 03 07:00:00 CET 2015","4.0","SW","2.0"
"Sat Jan 03 10:00:00 CET 2015","3.0","SSW","4.0"
"Sat Jan 03 13:00:00 CET 2015","4.0","South","3.0"
"Sat Jan 03 16:00:00 CET 2015","4.0","ESE","2.0"
"Sat Jan 03 19:00:00 CET 2015","3.0","NNW","2.0"
"Sat Jan 03 22:00:00 CET 2015","4.0","West","2.0"
"Sun Jan 04 01:00:00 CET 2015","5.0","WNW","4.0"
"Sun Jan 04 04:00:00 CET 2015","4.0","West","3.0"
"Sun Jan 04 07:00:00 CET 2015","2.0","SW","1.0"
"Sun Jan 04 10:00:00 CET 2015","2.0","WSW","3.0"
"Sun Jan 04 16:00:00 CET 2015","6.0","West","3.0"
"Sun Jan 04 19:00:00 CET 2015","3.0","SW","2.0"
"Sun Jan 04 22:00:00 CET 2015","2.0","SW","2.0"
"Mon Jan 05 01:00:00 CET 2015","1.0","South","2.0"
"Mon Jan 05 04:00:00 CET 2015","1.0","SSW","3.0"
"Mon Jan 05 07:00:00 CET 2015","1.0","SW","4.0"
"Mon Jan 05 10:00:00 CET 2015","2.0","SSW","4.0"
"Mon Jan 05 13:00:00 CET 2015","4.0","SSW","4.0"
"Mon Jan 05 16:00:00 CET 2015","5.0","SSW","4.0"
"Mon Jan 05 19:00:00 CET 2015","4.0","SSW","3.0"
"Mon Jan 05 22:00:00 CET 2015","2.0","SSW","3.0"
"Tue Jan 06 01:00:00 CET 2015","0.0","SW","3.0"
"Tue Jan 06 04:00:00 CET 2015","-0.0","South","1.0"
"Tue Jan 06 07:00:00 CET 2015","-0.0","SSE","3.0"
"Tue Jan 06 10:00:00 CET 2015","-0.0","SSW","3.0"
"Tue Jan 06 13:00:00 CET 2015","1.0","SSW","3.0"
"Tue Jan 06 16:00:00 CET 2015","2.0","SSW","4.0"
"Tue Jan 06 19:00:00 CET 2015","3.0","SSW","5.0"
"Tue Jan 06 22:00:00 CET 2015","5.0","WSW","3.0"
"Wed Jan 07 01:00:00 CET 2015","6.0","WSW","3.0"
"Wed Jan 07 04:00:00 CET 2015","3.0","SW","3.0"
"Wed Jan 07 07:00:00 CET 2015","2.0","SW","3.0"
"Wed Jan 07 10:00:00 CET 2015","3.0","SSW","3.0"
"Wed Jan 07 13:00:00 CET 2015","7.0","SSW","4.0"
"Wed Jan 07 16:00:00 CET 2015","5.0","SSW","5.0"
"Wed Jan 07 19:00:00 CET 2015","3.0","SSW","5.0"
"Wed Jan 07 22:00:00 CET 2015","4.0","South","5.0"
"Thu Jan 08 01:00:00 CET 2015","5.0","SSW","6.0"
"Thu Jan 08 04:00:00 CET 2015","6.0","SSW","7.0"
"Thu Jan 08 07:00:00 CET 2015","7.0","SSW","5.0"
"Thu Jan 08 10:00:00 CET 2015","8.0","SSW","5.0"
"Thu Jan 08 13:00:00 CET 2015","9.0","SSW","6.0"
"Thu Jan 08 16:00:00 CET 2015","6.0","NW","5.0"
"Thu Jan 08 19:00:00 CET 2015","6.0","WSW","4.0"
"Thu Jan 08 22:00:00 CET 2015","6.0","WSW","4.0"
"Fri Jan 09 01:00:00 CET 2015","6.0","SW","5.0"
"Fri Jan 09 04:00:00 CET 2015","8.0","SSW","5.0"
"Fri Jan 09 07:00:00 CET 2015","7.0","SSW","7.0"
"Fri Jan 09 10:00:00 CET 2015","8.0","SW","6.0"
"Fri Jan 09 13:00:00 CET 2015","11.0","WSW","8.0"
"Fri Jan 09 16:00:00 CET 2015","11.0","SW","7.0"
"Fri Jan 09 19:00:00 CET 2015","11.0","WSW","11.0"
"Fri Jan 09 22:00:00 CET 2015","13.0","WSW","10.0"
"Sat Jan 10 01:00:00 CET 2015","13.0","WSW","11.0"
"Sat Jan 10 04:00:00 CET 2015","12.0","WSW","10.0"
"Sat Jan 10 07:00:00 CET 2015","12.0","SW","10.0"
"Sat Jan 10 10:00:00 CET 2015","12.0","SW","12.0"
"Sat Jan 10 13:00:00 CET 2015","12.0","WSW","11.0"
"Sat Jan 10 16:00:00 CET 2015","10.0","WNW","6.0"
"Sat Jan 10 19:00:00 CET 2015","8.0","WNW","5.0"
"Sat Jan 10 22:00:00 CET 2015","6.0","West","4.0"
"Sun Jan 11 01:00:00 CET 2015","5.0","WSW","3.0"
"Sun Jan 11 04:00:00 CET 2015","3.0","WSW","5.0"
"Sun Jan 11 07:00:00 CET 2015","4.0","WSW","5.0"
"Sun Jan 11 10:00:00 CET 2015","6.0","WNW","9.0"
"Sun Jan 11 13:00:00 CET 2015","7.0","West","10.0"
"Sun Jan 11 16:00:00 CET 2015","7.0","WSW","7.0"
"Sun Jan 11 19:00:00 CET 2015","7.0","WSW","7.0"
"Sun Jan 11 22:00:00 CET 2015","8.0","SW","5.0"
"Mon Jan 12 01:00:00 CET 2015","7.0","WSW","6.0"
"Mon Jan 12 04:00:00 CET 2015","7.0","SW","6.0"
"Mon Jan 12 07:00:00 CET 2015","7.0","SSW","7.0"
"Mon Jan 12 10:00:00 CET 2015","8.0","SW","6.0"
"Mon Jan 12 13:00:00 CET 2015","9.0","SW","7.0"
"Mon Jan 12 16:00:00 CET 2015","9.0","SSW","8.0"
"Mon Jan 12 19:00:00 CET 2015","9.0","SSW","8.0"
"Mon Jan 12 22:00:00 CET 2015","10.0","SSW","9.0"
"Tue Jan 13 01:00:00 CET 2015","10.0","SSW","8.0"
"Tue Jan 13 04:00:00 CET 2015","11.0","SSW","8.0"
"Tue Jan 13 07:00:00 CET 2015","11.0","SSW","9.0"
"Tue Jan 13 10:00:00 CET 2015","10.0","SW","7.0"
"Tue Jan 13 13:00:00 CET 2015","9.0","SW","3.0"
